n_train_examples,y__DNAm__AttOmics - Clustering,y__DNAm__AttOmics - Random,y__DNAm__CNN1d,y__DNAm__GCN - CoExp,y__DNAm__MLP,y__DNAm__RF,y__DNAm__SVM,y__DNAm__XGBoost,y__mRNA__AttOmics - Clustering,y__mRNA__AttOmics - GO,y__mRNA__AttOmics - Hallmarks,y__mRNA__AttOmics - Random,y__mRNA__CNN1d,y__mRNA__GCN - CoExp,y__mRNA__GCN - PPI,y__mRNA__MLP,y__mRNA__RF,y__mRNA__SVM,y__mRNA__XGBoost,y__miRNA__AttOmics - Clustering,y__miRNA__AttOmics - Random,y__miRNA__CNN1d,y__miRNA__GCN - CoExp,y__miRNA__MLP,y__miRNA__RF,y__miRNA__SVM,y__miRNA__XGBoost,err__DNAm__AttOmics - Clustering,err__DNAm__AttOmics - Random,err__DNAm__CNN1d,err__DNAm__GCN - CoExp,err__DNAm__MLP,err__DNAm__RF,err__DNAm__SVM,err__DNAm__XGBoost,err__mRNA__AttOmics - Clustering,err__mRNA__AttOmics - GO,err__mRNA__AttOmics - Hallmarks,err__mRNA__AttOmics - Random,err__mRNA__CNN1d,err__mRNA__GCN - CoExp,err__mRNA__GCN - PPI,err__mRNA__MLP,err__mRNA__RF,err__mRNA__SVM,err__mRNA__XGBoost,err__miRNA__AttOmics - Clustering,err__miRNA__AttOmics - Random,err__miRNA__CNN1d,err__miRNA__GCN - CoExp,err__miRNA__MLP,err__miRNA__RF,err__miRNA__SVM,err__miRNA__XGBoost
612.0,0.0670019507408142,0.07444825172424316,0.09499289989471435,0.0936509132385254,0.09454410076141358,0.102788233757019,0.07776939868927,0.1136397838592529,0.06767820119857788,0.07555831670761108,0.08658444881439209,0.07005006074905396,0.10252866744995118,0.10034091472625732,0.09855462312698364,0.14126865863800048,0.1092690348625183,0.1071590065956115,0.1005275011062622,0.20246683359146117,0.1952556252479553,0.2859949111938477,0.17919734716415406,0.21361103057861328,0.1130369305610656,0.1663903474807739,0.1130369305610656,0.006312768351023215,0.006018090323393851,0.00941967056752724,0.011636560367246163,0.010139092740391927,0.0076033197323166,0.0094783348747833,0.0082790909448338,0.008406976194832513,0.004020489472090726,0.0014458449321898114,0.0049663244858108805,0.00721613285269003,0.013208797202033763,0.023366909613753296,0.004163051415267698,0.0109204142344704,0.0088749792366609,0.0112735106121047,0.013340062950884387,0.008631248141535083,0.005501377357642093,0.04444917340440007,0.004244485503282534,0.0075921234832795,0.0074295336566423,0.0071689331661444
1841.0,0.04274851083755493,0.0474001407623291,0.06025195121765137,0.057874321937561035,0.05270850658416748,0.0694800376892089,0.0491333961486816,0.0726450562477111,0.053663551807403564,0.04799749851226807,0.05763767957687378,0.053662335872650145,0.06737968921661378,0.06311885118484498,0.06186655759811401,0.07384397983551025,0.078070843219757,0.0652599811553955,0.0625470876693725,0.11532120704650879,0.11742011308670045,0.18533682823181152,0.13985716104507445,0.11475378274917603,0.0737000942230224,0.1005275249481201,0.0645063996315002,0.0035063879671794604,0.0020472869562022564,0.005518255842802912,0.004729134925638722,0.008110001112202801,0.0049816241774074,0.0044709681259322,0.0060661861135894,0.0024340348929552565,0.004376418319825533,0.004416610758935047,0.004424147847521284,0.005095073369456957,0.008809771666820282,0.006460348667220449,0.005476730933270535,0.0068571470124967,0.0057043682370492,0.005055178542053,0.006312929501790795,0.004219011737822273,0.007003944049959104,0.019858419876807813,0.006071360906564633,0.0032587500082121,0.0058030407353006,0.0030424541647242
3067.0,0.04152048826217651,0.03769063949584961,0.051641988754272464,0.046375370025634764,0.04508330821990967,0.0586284756660461,0.0429540276527404,0.0657121300697326,0.04738072156906128,0.04318737983703613,0.05469101667404175,0.04740234613418579,0.059658384323120116,0.05105644464492798,0.059694421291351316,0.05919617414474487,0.0670685768127441,0.0596834897994995,0.0547098755836486,0.09167920351028443,0.09435248374938965,0.16202839612960815,0.09313803911209106,0.09787713289260865,0.0693293213844299,0.0874152183532714,0.0516955733299255,0.0036407668626394045,0.0021329176702962927,0.002091779665996303,0.0050063205337314105,0.004347020980374536,0.0061081792950485,0.0042960756717706,0.0050943448716437,0.00270585027427237,0.0030242353454180454,0.0048969349928586915,0.0033344297228287303,0.004919727956445148,0.00399305238418889,0.009070157254512724,0.004035431941213176,0.0049702115067972,0.0038202729886455,0.0048720927540413,0.007582052568717629,0.009289912558942374,0.007829478592106956,0.01869632408411556,0.00888019570779158,0.0053552029106648,0.0040929953381492,0.0021710473139011
4293.0,0.03540602922439575,0.03627669811248779,0.044194233417510984,0.039782488346099855,0.04098916053771973,0.0515448570251464,0.0369253754615783,0.0560663223266601,0.04701699018478393,0.042532491683959964,0.04652249813079834,0.042769670486450195,0.055592477321624756,0.046523427963256835,0.04920338392257691,0.052419734001159665,0.0645063996315002,0.0551620125770568,0.0452147722244262,0.07231630086898803,0.0870318055152893,0.14667801856994628,0.08343294858932496,0.0866163730621338,0.0605877876281738,0.0800301313400268,0.0488319635391235,0.002098156315196174,0.0016074927677109298,0.002946540796588062,0.0037701246377885764,0.0025868525369556186,0.0026960952224283,0.0014098219377095,0.0074333550870309,0.0037026001176409945,0.004130570282116819,0.0025460374105706115,0.0037598661038949687,0.001668711514405817,0.004068491771699231,0.003438424137199392,0.002646721808440181,0.0015626599075205,0.0012382299656192,0.0040929953381492,0.0049657228292469095,0.00847397707211095,0.011133925882833419,0.011015445248772524,0.004303695814812844,0.0052642741582321,0.0044709475309245,0.0028892751968958
6134.0,0.03417227268218994,0.03440771102905273,0.04225325584411621,0.036688923835754395,0.038598489761352536,0.050188410282135,0.0339110493659973,0.0512434244155883,0.042557907104492185,0.039646613597869876,0.04563126564025879,0.039536917209625246,0.053549230098724365,0.04677702188491821,0.04700875282287598,0.04656884670257568,0.0577241659164428,0.0542577505111694,0.0354182124137878,0.07078959941864013,0.07710291147232055,0.12023295164108276,0.08215672969818115,0.0767380952835083,0.0589298963546752,0.0761115550994873,0.0437076091766357,0.0015749085710197272,0.001236017243589287,0.0007115091094717234,0.0028087158332177676,0.002050610656553874,0.0026429125774082,0.0,0.0,0.0018288897524496718,0.0018873896214434652,0.0034866639806943297,0.0018575444202831891,0.0026632278461280207,0.0016655275252332523,0.0013371134267415573,0.0022669504046368065,0.0011428629665272,0.0,0.0,0.0035556403133569477,0.003133166109072483,0.00482553512755747,0.011773890730559653,0.0066599666412987075,0.0019505974105763,0.0,0.0
